Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Strain],Experimental Condition [Media],Experimental Condition [Steps],Experimental Condition [Flow Control],Comment [Preculture],Source Name,Comment [Image File Path],Comment [Image File Type],Channels,Processed Data File
switch_12h,20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL16.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 12h: A | 4h: B,pressure 15mL | pressure:  2150 / 1850 | flow: ~ 2.6 / 0.7,- ASC662: OD=0.226 (used 15ml out of 20ml),20180216,Julou_2020_lacInduction_GL_Images/20180216/20180216_glu_lac_switch12h_curated/20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL16/20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL16.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180216/20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL16_frames.txt
switch_12h,20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL17.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 12h: A | 4h: B,pressure 15mL | pressure:  2150 / 1850 | flow: ~ 2.6 / 0.7,- ASC662: OD=0.226 (used 15ml out of 20ml),20180216,Julou_2020_lacInduction_GL_Images/20180216/20180216_glu_lac_switch12h_curated/20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL17/20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL17.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180216/20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL17_frames.txt
switch_12h,20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL18.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 12h: A | 4h: B,pressure 15mL | pressure:  2150 / 1850 | flow: ~ 2.6 / 0.7,- ASC662: OD=0.226 (used 15ml out of 20ml),20180216,Julou_2020_lacInduction_GL_Images/20180216/20180216_glu_lac_switch12h_curated/20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL18/20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL18.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180216/20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL18_frames.txt
switch_12h,20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL19.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 12h: A | 4h: B,pressure 15mL | pressure:  2150 / 1850 | flow: ~ 2.6 / 0.7,- ASC662: OD=0.226 (used 15ml out of 20ml),20180216,Julou_2020_lacInduction_GL_Images/20180216/20180216_glu_lac_switch12h_curated/20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL19/20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL19.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180216/20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL19_frames.txt
switch_12h,20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL21.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 12h: A | 4h: B,pressure 15mL | pressure:  2150 / 1850 | flow: ~ 2.6 / 0.7,- ASC662: OD=0.226 (used 15ml out of 20ml),20180216,Julou_2020_lacInduction_GL_Images/20180216/20180216_glu_lac_switch12h_curated/20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL21/20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL21.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180216/20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL21_frames.txt
switch_12h,20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL22.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 12h: A | 4h: B,pressure 15mL | pressure:  2150 / 1850 | flow: ~ 2.6 / 0.7,- ASC662: OD=0.226 (used 15ml out of 20ml),20180216,Julou_2020_lacInduction_GL_Images/20180216/20180216_glu_lac_switch12h_curated/20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL22/20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL22.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180216/20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL22_frames.txt
switch_12h,20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL23.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 12h: A | 4h: B,pressure 15mL | pressure:  2150 / 1850 | flow: ~ 2.6 / 0.7,- ASC662: OD=0.226 (used 15ml out of 20ml),20180216,Julou_2020_lacInduction_GL_Images/20180216/20180216_glu_lac_switch12h_curated/20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL23/20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL23.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180216/20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL23_frames.txt
switch_12h,20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL26.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 12h: A | 4h: B,pressure 15mL | pressure:  2150 / 1850 | flow: ~ 2.6 / 0.7,- ASC662: OD=0.226 (used 15ml out of 20ml),20180216,Julou_2020_lacInduction_GL_Images/20180216/20180216_glu_lac_switch12h_curated/20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL26/20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL26.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180216/20180216_glu_lac_switch12h_1_MMStack_Pos4_preproc_GL26_frames.txt
switch_12h,20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL01.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 12h: A | 4h: B,pressure 15mL | pressure:  2150 / 1850 | flow: ~ 2.6 / 0.7,- ASC662: OD=0.226 (used 15ml out of 20ml),20180216,Julou_2020_lacInduction_GL_Images/20180216/20180216_glu_lac_switch12h_curated/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL01/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL01.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180216/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL01_frames.txt
switch_12h,20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL03.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 12h: A | 4h: B,pressure 15mL | pressure:  2150 / 1850 | flow: ~ 2.6 / 0.7,- ASC662: OD=0.226 (used 15ml out of 20ml),20180216,Julou_2020_lacInduction_GL_Images/20180216/20180216_glu_lac_switch12h_curated/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL03/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL03.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180216/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL03_frames.txt
switch_12h,20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL05.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 12h: A | 4h: B,pressure 15mL | pressure:  2150 / 1850 | flow: ~ 2.6 / 0.7,- ASC662: OD=0.226 (used 15ml out of 20ml),20180216,Julou_2020_lacInduction_GL_Images/20180216/20180216_glu_lac_switch12h_curated/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL05/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL05.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180216/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL05_frames.txt
switch_12h,20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL07.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 12h: A | 4h: B,pressure 15mL | pressure:  2150 / 1850 | flow: ~ 2.6 / 0.7,- ASC662: OD=0.226 (used 15ml out of 20ml),20180216,Julou_2020_lacInduction_GL_Images/20180216/20180216_glu_lac_switch12h_curated/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL07/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL07.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180216/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL07_frames.txt
switch_12h,20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL13.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 12h: A | 4h: B,pressure 15mL | pressure:  2150 / 1850 | flow: ~ 2.6 / 0.7,- ASC662: OD=0.226 (used 15ml out of 20ml),20180216,Julou_2020_lacInduction_GL_Images/20180216/20180216_glu_lac_switch12h_curated/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL13/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL13.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180216/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL13_frames.txt
switch_12h,20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL16.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 12h: A | 4h: B,pressure 15mL | pressure:  2150 / 1850 | flow: ~ 2.6 / 0.7,- ASC662: OD=0.226 (used 15ml out of 20ml),20180216,Julou_2020_lacInduction_GL_Images/20180216/20180216_glu_lac_switch12h_curated/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL16/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL16.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180216/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL16_frames.txt
switch_12h,20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL18.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 12h: A | 4h: B,pressure 15mL | pressure:  2150 / 1850 | flow: ~ 2.6 / 0.7,- ASC662: OD=0.226 (used 15ml out of 20ml),20180216,Julou_2020_lacInduction_GL_Images/20180216/20180216_glu_lac_switch12h_curated/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL18/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL18.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180216/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL18_frames.txt
switch_12h,20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL19.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 12h: A | 4h: B,pressure 15mL | pressure:  2150 / 1850 | flow: ~ 2.6 / 0.7,- ASC662: OD=0.226 (used 15ml out of 20ml),20180216,Julou_2020_lacInduction_GL_Images/20180216/20180216_glu_lac_switch12h_curated/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL19/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL19.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180216/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL19_frames.txt
switch_12h,20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL20.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 12h: A | 4h: B,pressure 15mL | pressure:  2150 / 1850 | flow: ~ 2.6 / 0.7,- ASC662: OD=0.226 (used 15ml out of 20ml),20180216,Julou_2020_lacInduction_GL_Images/20180216/20180216_glu_lac_switch12h_curated/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL20/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL20.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180216/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL20_frames.txt
switch_12h,20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL21.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 12h: A | 4h: B,pressure 15mL | pressure:  2150 / 1850 | flow: ~ 2.6 / 0.7,- ASC662: OD=0.226 (used 15ml out of 20ml),20180216,Julou_2020_lacInduction_GL_Images/20180216/20180216_glu_lac_switch12h_curated/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL21/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL21.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180216/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL21_frames.txt
switch_12h,20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL23.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 12h: A | 4h: B,pressure 15mL | pressure:  2150 / 1850 | flow: ~ 2.6 / 0.7,- ASC662: OD=0.226 (used 15ml out of 20ml),20180216,Julou_2020_lacInduction_GL_Images/20180216/20180216_glu_lac_switch12h_curated/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL23/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL23.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180216/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL23_frames.txt
switch_12h,20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL25.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 12h: A | 4h: B,pressure 15mL | pressure:  2150 / 1850 | flow: ~ 2.6 / 0.7,- ASC662: OD=0.226 (used 15ml out of 20ml),20180216,Julou_2020_lacInduction_GL_Images/20180216/20180216_glu_lac_switch12h_curated/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL25/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL25.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180216/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL25_frames.txt
switch_12h,20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL27.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 12h: A | 4h: B,pressure 15mL | pressure:  2150 / 1850 | flow: ~ 2.6 / 0.7,- ASC662: OD=0.226 (used 15ml out of 20ml),20180216,Julou_2020_lacInduction_GL_Images/20180216/20180216_glu_lac_switch12h_curated/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL27/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL27.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20180216/20180216_glu_lac_switch12h_1_MMStack_Pos7_preproc_GL27_frames.txt
switch_16h,20160912_Pos0_GL01_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 16h: A | 6h: B,syringe 5mL,- ASC662: OD=0.38 (used 12ml out of 15ml),20160912,Julou_2020_lacInduction_GL_Images/20160912/20160912_curated/20160912_Pos0_GL01/20160912_Pos0_GL01_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20160912/20160912_Pos0_GL01_frames.txt
switch_16h,20160912_Pos0_GL02_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 16h: A | 6h: B,syringe 5mL,- ASC662: OD=0.38 (used 12ml out of 15ml),20160912,Julou_2020_lacInduction_GL_Images/20160912/20160912_curated/20160912_Pos0_GL02/20160912_Pos0_GL02_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20160912/20160912_Pos0_GL02_frames.txt
switch_16h,20160912_Pos0_GL03_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 16h: A | 6h: B,syringe 5mL,- ASC662: OD=0.38 (used 12ml out of 15ml),20160912,Julou_2020_lacInduction_GL_Images/20160912/20160912_curated/20160912_Pos0_GL03/20160912_Pos0_GL03_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20160912/20160912_Pos0_GL03_frames.txt
switch_16h,20160912_Pos0_GL04_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 16h: A | 6h: B,syringe 5mL,- ASC662: OD=0.38 (used 12ml out of 15ml),20160912,Julou_2020_lacInduction_GL_Images/20160912/20160912_curated/20160912_Pos0_GL04/20160912_Pos0_GL04_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20160912/20160912_Pos0_GL04_frames.txt
switch_16h,20160912_Pos0_GL05_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 16h: A | 6h: B,syringe 5mL,- ASC662: OD=0.38 (used 12ml out of 15ml),20160912,Julou_2020_lacInduction_GL_Images/20160912/20160912_curated/20160912_Pos0_GL05/20160912_Pos0_GL05_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20160912/20160912_Pos0_GL05_frames.txt
switch_16h,20160912_Pos0_GL06_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 16h: A | 6h: B,syringe 5mL,- ASC662: OD=0.38 (used 12ml out of 15ml),20160912,Julou_2020_lacInduction_GL_Images/20160912/20160912_curated/20160912_Pos0_GL06/20160912_Pos0_GL06_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20160912/20160912_Pos0_GL06_frames.txt
switch_16h,20160912_Pos0_GL07_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 16h: A | 6h: B,syringe 5mL,- ASC662: OD=0.38 (used 12ml out of 15ml),20160912,Julou_2020_lacInduction_GL_Images/20160912/20160912_curated/20160912_Pos0_GL07/20160912_Pos0_GL07_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20160912/20160912_Pos0_GL07_frames.txt
switch_16h,20160912_Pos0_GL10_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 16h: A | 6h: B,syringe 5mL,- ASC662: OD=0.38 (used 12ml out of 15ml),20160912,Julou_2020_lacInduction_GL_Images/20160912/20160912_curated/20160912_Pos0_GL10/20160912_Pos0_GL10_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20160912/20160912_Pos0_GL10_frames.txt
switch_16h,20160912_Pos0_GL11_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 16h: A | 6h: B,syringe 5mL,- ASC662: OD=0.38 (used 12ml out of 15ml),20160912,Julou_2020_lacInduction_GL_Images/20160912/20160912_curated/20160912_Pos0_GL11/20160912_Pos0_GL11_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20160912/20160912_Pos0_GL11_frames.txt
switch_16h,20160912_Pos0_GL12_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 16h: A | 6h: B,syringe 5mL,- ASC662: OD=0.38 (used 12ml out of 15ml),20160912,Julou_2020_lacInduction_GL_Images/20160912/20160912_curated/20160912_Pos0_GL12/20160912_Pos0_GL12_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20160912/20160912_Pos0_GL12_frames.txt
switch_16h,20160912_Pos0_GL14_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 16h: A | 6h: B,syringe 5mL,- ASC662: OD=0.38 (used 12ml out of 15ml),20160912,Julou_2020_lacInduction_GL_Images/20160912/20160912_curated/20160912_Pos0_GL14/20160912_Pos0_GL14_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20160912/20160912_Pos0_GL14_frames.txt
switch_16h,20160912_Pos0_GL15_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 16h: A | 6h: B,syringe 5mL,- ASC662: OD=0.38 (used 12ml out of 15ml),20160912,Julou_2020_lacInduction_GL_Images/20160912/20160912_curated/20160912_Pos0_GL15/20160912_Pos0_GL15_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20160912/20160912_Pos0_GL15_frames.txt
switch_16h,20160912_Pos0_GL16_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 16h: A | 6h: B,syringe 5mL,- ASC662: OD=0.38 (used 12ml out of 15ml),20160912,Julou_2020_lacInduction_GL_Images/20160912/20160912_curated/20160912_Pos0_GL16/20160912_Pos0_GL16_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20160912/20160912_Pos0_GL16_frames.txt
switch_16h,20160912_Pos0_GL17_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 16h: A | 6h: B,syringe 5mL,- ASC662: OD=0.38 (used 12ml out of 15ml),20160912,Julou_2020_lacInduction_GL_Images/20160912/20160912_curated/20160912_Pos0_GL17/20160912_Pos0_GL17_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20160912/20160912_Pos0_GL17_frames.txt
switch_16h,20160912_Pos0_GL21_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 16h: A | 6h: B,syringe 5mL,- ASC662: OD=0.38 (used 12ml out of 15ml),20160912,Julou_2020_lacInduction_GL_Images/20160912/20160912_curated/20160912_Pos0_GL21/20160912_Pos0_GL21_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",
switch_16h,20160912_Pos0_GL23_t0001_c0001.tif,Escherichia coli,NCBITaxon,562,ASC662 (MG1655 lacZ-GFPmut2),A: M9 0.2% glucose + 1/100 PB | B: M9 0.2% lactose + 1/100 PB + 1/250 beads,6h: A | 4h: B | 16h: A | 6h: B,syringe 5mL,- ASC662: OD=0.38 (used 12ml out of 15ml),20160912,Julou_2020_lacInduction_GL_Images/20160912/20160912_curated/20160912_Pos0_GL23/20160912_Pos0_GL23_t0001_c0001.tif,derived,"Phase Contrast, GFP [epifluorescence]",GL_Preproc/20160912/20160912_Pos0_GL23_frames.txt
